CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
3096,55.0,Male,One year,67.73714926738049,2003.8302021581942,Yes,Fiber optic,29,No,Credit card (automatic),No,69.09759317786876,3005.7453032372914
3097,52.0,Male,Month-to-month,33.458710583756385,139.7222581411968,No,No,6,Yes,Credit card (automatic),No,23.2870430235328,209.58338721179518
3098,47.0,Male,Month-to-month,71.76618026568714,1521.0590102494602,No,Fiber optic,21,Yes,Electronic check,No,72.4313814404505,2281.58851537419
3099,38.0,Female,Month-to-month,61.38539070067964,1107.6846272936411,No,Fiber optic,18,Yes,Credit card (automatic),Yes,61.53803484964673,1661.5269409404618
3100,46.0,Male,Month-to-month,81.44155242009887,795.9889353524438,No,Fiber optic,10,Yes,Credit card (automatic),Yes,79.59889353524439,1193.9834030286656
3101,31.0,Female,One year,91.17743693151124,3927.285773984239,No,Fiber optic,42,No,Mailed check,No,93.50680414248188,5890.9286609763585
3102,50.0,Male,Month-to-month,75.92935132098451,1679.4294299846815,Yes,Fiber optic,22,Yes,Bank transfer (automatic),No,76.33770136294007,2519.1441449770223
3103,59.0,Male,Month-to-month,83.78379197396298,959.403385847696,No,Fiber optic,11,Yes,Credit card (automatic),No,87.21848962251782,1439.105078771544
3104,52.0,Female,Month-to-month,47.81648525385673,922.7540305902684,No,DSL,19,Yes,Mailed check,No,48.566001610014126,1384.1310458854025
3105,31.0,Male,Month-to-month,48.77213380460506,622.4607683039918,No,DSL,13,Yes,Electronic check,No,47.881597561845524,933.6911524559878
3106,44.0,Male,Month-to-month,51.69531065448243,1032.9517755778515,Yes,DSL,20,Yes,Credit card (automatic),Yes,51.647588778892576,1549.4276633667773
3107,24.0,Female,Month-to-month,54.93758099134676,237.7398812570645,No,Fiber optic,3,Yes,Mailed check,No,79.24662708568816,356.6098218855967
3108,46.0,Female,Two year,20.0,834.4052646300215,No,No,39,Yes,Credit card (automatic),No,21.395006785385167,1251.6078969450323
3109,45.0,Female,Two year,70.6681946272771,4479.027388475611,Yes,DSL,62,No,Bank transfer (automatic),No,72.2423772334776,6718.5410827134165
3110,18.0,Male,Two year,110.15912191724642,7391.7432731041545,No,Fiber optic,67,No,Electronic check,No,110.32452646424112,11087.614909656231
3111,26.0,Male,Month-to-month,35.9219791403818,494.98283382068956,No,No,15,Yes,Mailed check,Yes,32.99885558804597,742.4742507310343
3112,36.0,Male,Month-to-month,43.53485286462905,326.2529756990418,Yes,Fiber optic,8,Yes,Bank transfer (automatic),No,40.78162196238023,489.37946354856274
3113,36.0,Male,Month-to-month,41.60284930830055,897.4766245009831,No,Fiber optic,23,Yes,Electronic check,No,39.02072280439057,1346.2149367514746
3114,25.0,Male,One year,20.0,278.35220644376386,No,No,12,No,Mailed check,No,23.19601720364699,417.5283096656458
3115,44.0,Female,Two year,72.68774883758962,3750.4671237507982,No,Fiber optic,52,No,Electronic check,No,72.12436776443843,5625.700685626198
3116,43.0,Male,Month-to-month,20.0,267.2341026840245,Yes,Fiber optic,21,Yes,Bank transfer (automatic),No,12.725433461144023,400.85115402603674
3117,37.0,Female,Month-to-month,41.16797650070749,452.5325969221564,Yes,DSL,8,Yes,Credit card (automatic),No,56.56657461526955,678.7988953832346
3118,30.0,Male,One year,71.10648933741669,3029.048984584502,No,DSL,43,Yes,Bank transfer (automatic),No,70.44299964150004,4543.5734768767525
3119,52.0,Female,Two year,89.64877661457815,2929.580082006789,No,Fiber optic,33,Yes,Bank transfer (automatic),No,88.77515400020572,4394.370123010183
3120,59.0,Male,Two year,59.818106988529856,3074.485934059511,No,Fiber optic,50,No,Mailed check,No,61.48971868119022,4611.728901089266
3121,34.0,Male,One year,20.0,319.5874274601242,No,No,19,No,Bank transfer (automatic),No,16.820390918953905,479.3811411901863
3122,32.0,Female,Two year,25.67241706806904,1571.5029013427318,No,No,59,No,Mailed check,No,26.635642395639522,2357.2543520140975
3123,45.0,Male,Month-to-month,29.35268755244199,264.15475335321884,No,No,10,Yes,Bank transfer (automatic),No,26.415475335321883,396.2321300298282
3124,35.0,Female,Two year,42.0029409839036,2369.9808048365658,Yes,DSL,58,Yes,Credit card (automatic),No,40.86173801442355,3554.9712072548487
3125,38.0,Male,Two year,20.0,1265.2858880689068,No,No,59,Yes,Bank transfer (automatic),No,21.445523526591643,1897.9288321033603
3126,48.0,Male,Two year,58.67980542959953,4212.421032854693,No,Fiber optic,71,Yes,Credit card (automatic),No,59.32987370217878,6318.6315492820395
3127,18.0,Female,Month-to-month,43.37301117249572,219.49209391573504,Yes,Fiber optic,4,Yes,Credit card (automatic),No,54.87302347893376,329.23814087360256
3128,55.0,Male,Month-to-month,65.60512503956372,1330.4852781307131,No,Fiber optic,20,Yes,Electronic check,Yes,66.52426390653565,1995.7279171960697
3129,40.0,Female,Month-to-month,45.561086896868545,941.1768195912549,No,DSL,20,No,Mailed check,Yes,47.058840979562746,1411.7652293868823
3130,35.0,Male,Month-to-month,31.090338260170164,342.56649614481,No,DSL,13,Yes,Credit card (automatic),No,26.351268934216154,513.849744217215
3131,38.0,Male,Two year,82.9216187527546,3322.445292972417,No,Fiber optic,40,No,Credit card (automatic),No,83.06113232431042,4983.667939458625
3132,39.0,Male,Month-to-month,79.66641357251778,1785.8893621453667,No,Fiber optic,23,Yes,Mailed check,No,77.64736357153768,2678.8340432180503
3133,19.0,Male,Month-to-month,83.91439401690153,1273.1832783172717,Yes,Fiber optic,16,Yes,Bank transfer (automatic),Yes,79.57395489482948,1909.7749174759076
3134,57.0,Male,One year,54.63859289071264,2315.3685679453324,No,Fiber optic,42,No,Mailed check,No,55.12782304631744,3473.052851917999
3135,40.0,Male,Month-to-month,20.0,177.90747778297722,No,No,6,Yes,Electronic check,No,29.65124629716287,266.8612166744658
3136,45.0,Male,Month-to-month,79.34662259291298,218.87142656733573,No,Fiber optic,3,No,Credit card (automatic),Yes,72.9571421891119,328.3071398510036
3137,51.0,Female,Month-to-month,56.71774570740573,1123.7542695313875,Yes,Fiber optic,20,Yes,Credit card (automatic),Yes,56.18771347656938,1685.6314042970812
3138,27.0,Male,One year,36.63997800131448,492.69213776556523,Yes,DSL,15,No,Mailed check,No,32.84614251770435,739.0382066483478
3139,45.0,Male,Month-to-month,31.144203880348364,249.5144883471818,Yes,DSL,8,Yes,Electronic check,No,31.189311043397726,374.27173252077273
3140,36.0,Male,Two year,20.0,898.0038056194207,No,No,43,No,Credit card (automatic),No,20.883809433009784,1347.0057084291311
3141,50.0,Female,Month-to-month,101.54654594100947,953.495300305474,Yes,Fiber optic,9,No,Mailed check,No,105.94392225616377,1430.242950458211
3142,18.0,Female,Two year,,1464.6430385308995,No,Fiber optic,24,No,Electronic check,No,61.02679327212081,2196.9645577963493
3143,38.0,Male,Month-to-month,48.203939116661324,595.7296501568704,No,Fiber optic,13,Yes,Electronic check,No,45.825357704374646,893.5944752353057
3144,32.0,Male,Month-to-month,26.519334010300284,20.532215849242988,No,No,2,Yes,Electronic check,Yes,10.266107924621494,30.79832377386448
3145,45.0,Male,Month-to-month,73.45624559542568,1729.2638723568375,No,Fiber optic,23,Yes,Bank transfer (automatic),No,75.18538575464511,2593.895808535256
3146,,Female,Month-to-month,27.61397264623585,316.7396730731951,Yes,Fiber optic,10,Yes,Electronic check,Yes,31.673967307319508,475.10950960979267
3147,31.0,Male,Month-to-month,83.24692639506573,1906.079557814917,No,Fiber optic,23,No,Electronic check,No,82.87302425282247,2859.1193367223755
3148,31.0,Female,Month-to-month,81.927016527524,1535.3047186446718,No,DSL,19,Yes,Credit card (automatic),No,80.8055115076143,2302.9570779670075
3149,38.0,Male,Month-to-month,20.0,398.362354672285,No,No,17,Yes,Credit card (automatic),Yes,23.433079686604998,597.5435320084275
3150,29.0,Female,One year,20.0,682.0025667593377,No,No,35,Yes,Electronic check,No,19.485787621695362,1023.0038501390065
3151,50.0,Female,Month-to-month,20.0,297.29661122618904,No,No,13,Yes,Electronic check,Yes,22.868970094322233,445.94491683928356
3152,35.0,Male,Month-to-month,20.0,273.1578412570951,No,No,14,Yes,Bank transfer (automatic),No,19.51127437550679,409.73676188564264
3153,18.0,Male,One year,89.80772473222706,3360.3169007727784,Yes,Fiber optic,38,Yes,Electronic check,No,88.42939212559943,5040.475351159168
3154,35.0,Male,Two year,72.11001499592558,3974.5564167811667,No,Fiber optic,54,Yes,Electronic check,No,73.60289660705864,5961.83462517175
3155,27.0,Male,Month-to-month,97.83991396225339,1082.2422483713613,No,Fiber optic,11,Yes,Electronic check,No,98.38565894285102,1623.3633725570419
3156,20.0,Male,Month-to-month,86.61100580660268,830.5728590716226,No,Fiber optic,10,Yes,Credit card (automatic),Yes,83.05728590716225,1245.8592886074339
3157,25.0,Male,Two year,75.53220985253265,4009.1990486480026,No,DSL,54,No,Credit card (automatic),No,74.24442682681486,6013.798572972004
3158,41.0,Male,Month-to-month,93.2042153621419,587.9294676231516,No,Fiber optic,7,Yes,Credit card (automatic),No,83.98992394616451,881.8942014347274
3159,55.0,Female,Two year,20.0,641.35442979527,No,No,33,No,Bank transfer (automatic),No,19.43498272106879,962.031644692905
3160,43.0,Male,Month-to-month,71.3345291246968,167.59097330137644,No,Fiber optic,1,Yes,Bank transfer (automatic),No,167.59097330137644,251.38645995206465
3161,32.0,Male,Two year,20.0,710.7669060662879,No,No,37,Yes,Mailed check,No,19.209916380169943,1066.1503590994319
3162,45.0,Female,Month-to-month,46.54015746697927,211.993214018248,Yes,DSL,3,No,Mailed check,No,70.66440467274934,317.98982102737205
3163,34.0,Male,Two year,50.9274750802718,3456.530122028328,Yes,DSL,68,No,Bank transfer (automatic),No,50.831325323946004,5184.795183042492
3164,31.0,Male,Month-to-month,68.30185352929293,77.54618750350174,No,Fiber optic,2,Yes,Bank transfer (automatic),No,38.77309375175087,116.3192812552526
3165,26.0,Male,One year,70.13380289455415,1940.0859216249964,No,DSL,28,Yes,Electronic check,No,69.28878291517844,2910.1288824374947
3166,18.0,Male,Month-to-month,45.047479062397535,881.9476641234761,No,DSL,21,Yes,Electronic check,Yes,41.99750781540362,1322.9214961852142
3167,35.0,Female,Month-to-month,36.01870379663964,65.25768879172622,Yes,DSL,3,Yes,Credit card (automatic),No,21.752562930575408,97.88653318758934
3168,41.0,Female,One year,52.607779301936255,1323.5148587565468,No,Fiber optic,26,No,Electronic check,No,50.90441764448257,1985.2722881348202
3169,38.0,Male,Month-to-month,59.82650407433796,383.4218392206404,No,DSL,8,Yes,Electronic check,Yes,47.92772990258005,575.1327588309606
3170,35.0,Male,Two year,28.952923878665004,1668.0506167673116,No,DSL,55,Yes,Mailed check,No,30.328193032132937,2502.075925150967
3171,28.0,Female,Month-to-month,46.98220744773624,292.44409619753156,Yes,DSL,6,Yes,Electronic check,No,48.7406826995886,438.6661442962974
3172,47.0,Male,Two year,96.55000490910842,4696.636320265407,No,Fiber optic,49,No,Electronic check,No,95.849720821743,7044.954480398112
3173,24.0,Female,Month-to-month,75.85196891481661,693.7556075550189,No,Fiber optic,9,Yes,Electronic check,No,77.08395639500209,1040.6334113325283
3174,49.0,Female,Two year,68.50789221762491,3726.160052287267,No,Fiber optic,55,No,Bank transfer (automatic),No,67.74836458704121,5589.2400784309
3175,27.0,Female,Two year,69.28179192723141,2222.02782725738,No,Fiber optic,34,Yes,Electronic check,Yes,65.35375962521707,3333.0417408860703
3176,30.0,Male,Month-to-month,34.55653111659241,908.0782662263605,No,DSL,22,No,Bank transfer (automatic),Yes,41.27628482847093,1362.1173993395407
3177,22.0,Male,Two year,52.85730579130918,3022.346423938476,Yes,Fiber optic,57,Yes,Electronic check,No,53.023621472604844,4533.5196359077145
3178,33.0,Male,Two year,66.09636654170845,4200.716806703603,No,Fiber optic,64,No,Electronic check,No,65.63620010474379,6301.075210055404
3179,51.0,Female,Month-to-month,54.0690954516394,876.5479775456375,No,DSL,18,Yes,Credit card (automatic),Yes,48.69710986364653,1314.8219663184564
3180,46.0,Male,One year,88.9630002360422,2594.182517324138,Yes,Fiber optic,30,No,Bank transfer (automatic),No,86.47275057747127,3891.2737759862075
3181,51.0,Male,Month-to-month,51.388409257571524,1213.269600144319,Yes,DSL,22,Yes,Bank transfer (automatic),Yes,55.14861818837813,1819.9044002164783
3182,46.0,Female,Two year,70.29161263631372,2957.053045528786,No,DSL,41,Yes,Electronic check,No,72.12324501289721,4435.579568293178
3183,26.0,Male,Month-to-month,102.10396030419051,548.1805533209,No,Fiber optic,5,Yes,Electronic check,Yes,109.63611066418,822.2708299813501
3184,36.0,Male,Month-to-month,85.90534424964407,1490.5423445731026,No,Fiber optic,18,Yes,Credit card (automatic),No,82.80790803183903,2235.8135168596536
3185,30.0,Male,Month-to-month,68.37472112083827,895.9953528489098,Yes,DSL,12,Yes,Electronic check,No,74.66627940407581,1343.9930292733648
3186,55.0,Female,One year,35.139297179178584,549.5785885848964,No,DSL,15,No,Credit card (automatic),No,36.638572572326424,824.3678828773445
3187,25.0,Male,Two year,20.0,1432.7462224175767,No,No,70,No,Bank transfer (automatic),No,20.467803177393954,2149.119333626365
3188,50.0,Female,Two year,80.35946752580331,5326.03340392518,No,Fiber optic,66,Yes,Bank transfer (automatic),No,80.69747581704819,7989.050105887771
3189,50.0,Female,Month-to-month,20.0,304.6506407686948,No,No,19,Yes,Bank transfer (automatic),No,16.03424425098394,456.97596115304225
3190,61.0,Female,Month-to-month,64.19256311968134,261.0547680610623,No,Fiber optic,5,Yes,Mailed check,No,52.210953612212464,391.58215209159346
3191,35.0,Male,One year,85.42383810659479,1426.6943394916932,No,Fiber optic,17,No,Electronic check,No,83.92319644068783,2140.0415092375397
3192,48.0,Male,One year,98.26745849370414,2390.600989225555,No,Fiber optic,24,No,Bank transfer (automatic),No,99.6083745510648,3585.9014838383328
3193,67.0,Male,Month-to-month,46.18676524567902,993.2739965384601,Yes,DSL,23,Yes,Credit card (automatic),No,43.18582593645478,1489.9109948076903
3194,32.0,Female,Month-to-month,57.00111409384619,561.2438201912524,No,Fiber optic,10,No,Electronic check,Yes,56.12438201912524,841.8657302868787
3195,21.0,Female,Month-to-month,76.40923243023165,1060.8987785150905,No,Fiber optic,14,No,Mailed check,Yes,75.77848417964933,1591.3481677726359
3196,18.0,Male,Month-to-month,33.896848347141656,175.22437785494552,Yes,DSL,4,Yes,Mailed check,No,43.80609446373638,262.8365667824183
3197,48.0,Female,One year,66.53442703413145,2894.7139392480353,No,Fiber optic,43,Yes,Bank transfer (automatic),No,67.31892881972175,4342.070908872053
3198,18.0,Male,Month-to-month,49.87999927585578,548.0486948576628,Yes,DSL,12,Yes,Electronic check,Yes,45.6707245714719,822.0730422864942
3199,35.0,Male,Two year,69.4403201465841,2711.066474044561,No,Fiber optic,38,Yes,Credit card (automatic),No,71.34385458012002,4066.5997110668413
3200,45.0,Male,Month-to-month,51.327552107268225,455.11352963516777,No,DSL,10,Yes,Mailed check,No,45.51135296351678,682.6702944527517
3201,42.0,Male,Month-to-month,53.30970288855717,641.0187038691663,No,Fiber optic,11,Yes,Credit card (automatic),No,58.274427624469666,961.5280558037495
3202,45.0,Male,Two year,39.09510511072374,1223.5361186257398,No,DSL,32,No,Credit card (automatic),No,38.23550370705437,1835.3041779386099
3203,42.0,Male,One year,38.793256084510695,861.6479315309039,No,DSL,22,Yes,Electronic check,No,39.165815069586536,1292.4718972963558
3204,55.0,Male,Month-to-month,37.59811321609886,86.49559943741298,No,Fiber optic,2,Yes,Electronic check,No,43.24779971870649,129.74339915611947
3205,28.0,Female,One year,76.83660643692212,2929.6764166384805,No,Fiber optic,38,No,Credit card (automatic),No,77.0967478062758,4394.514624957721
3206,31.0,Male,Month-to-month,87.8931490338401,1967.3742386662107,No,Fiber optic,22,Yes,Mailed check,No,89.42610175755503,2951.061357999316
3207,30.0,Female,Two year,61.94465124280304,3054.8608857940253,No,DSL,49,No,Electronic check,No,62.34409971008215,4582.291328691038
3208,49.0,Female,Month-to-month,64.75006279078491,557.1829588198062,No,Fiber optic,8,Yes,Credit card (automatic),Yes,69.64786985247578,835.7744382297094
3209,50.0,Male,One year,53.779895210722245,1744.1876447603686,No,Fiber optic,32,Yes,Mailed check,No,54.50586389876152,2616.281467140553
3210,45.0,Female,Month-to-month,61.16471963544034,1221.2363493979549,No,DSL,21,Yes,Electronic check,No,58.15411187609309,1831.8545240969324
3211,54.0,Female,Month-to-month,82.77846044749103,675.7176373078277,Yes,Fiber optic,8,No,Mailed check,No,84.46470466347846,1013.5764559617414
3212,25.0,Female,Two year,74.34841284872591,1756.1684132441553,No,Fiber optic,24,Yes,Credit card (automatic),Yes,73.17368388517313,2634.252619866233
3213,60.0,Male,Two year,76.1646687863491,4590.58167207193,Yes,DSL,61,No,Electronic check,No,75.25543724708082,6885.872508107896
3214,58.0,Male,Month-to-month,20.0,245.508005366135,No,No,13,No,Mailed check,Yes,18.885231182010383,368.2620080492025
3215,48.0,Male,Month-to-month,64.86220032150223,592.9215828452745,No,Fiber optic,9,Yes,Electronic check,Yes,65.88017587169718,889.3823742679118
3216,61.0,Male,Month-to-month,20.0,132.48375139938923,No,No,6,Yes,Credit card (automatic),No,22.08062523323154,198.72562709908385
3217,20.0,Male,One year,38.78244587038385,1371.4043968500644,Yes,Fiber optic,34,No,Bank transfer (automatic),No,40.3354234367666,2057.1065952750964
3218,33.0,Female,One year,83.22679928284585,3977.0250222423338,Yes,Fiber optic,47,Yes,Mailed check,No,84.61755366473051,5965.5375333635
3219,31.0,Female,One year,48.41771949263335,1372.5101873316016,No,DSL,28,Yes,Bank transfer (automatic),No,49.01822097612863,2058.7652809974024
3220,48.0,Male,Month-to-month,80.1986248271359,747.6429422946935,No,Fiber optic,9,No,Mailed check,No,83.07143803274373,1121.4644134420403
3221,27.0,Female,Two year,38.4187800209124,1349.4227523907168,No,No,35,No,Bank transfer (automatic),No,38.55493578259191,2024.1341285860753
3222,49.0,Female,Month-to-month,62.18496460190765,1406.4304944244475,No,Fiber optic,22,Yes,Credit card (automatic),Yes,63.928658837474885,2109.645741636671
3223,56.0,Female,Month-to-month,20.0,404.3494069418532,No,No,19,Yes,Mailed check,No,21.281547733781746,606.5241104127798
3224,48.0,Female,One year,57.216055542661586,1313.2448727883263,Yes,DSL,23,No,Credit card (automatic),No,57.09760316470984,1969.8673091824894
3225,43.0,Male,Two year,73.33718779785352,2234.3775744879667,No,Fiber optic,29,No,Bank transfer (automatic),No,77.04750256855058,3351.56636173195
3226,28.0,Male,One year,20.0,372.69083182790905,No,No,20,No,Electronic check,Yes,18.634541591395454,559.0362477418636
3227,29.0,Male,One year,77.94532671242996,1163.9574218094363,Yes,Fiber optic,14,No,Bank transfer (automatic),No,83.13981584353117,1745.9361327141544
3228,54.0,Female,One year,27.860963201043752,1186.0286977306218,No,No,45,No,Electronic check,No,26.35619328290271,1779.0430465959328
3229,49.0,Female,Two year,51.06780179576906,1623.7826824914134,No,Fiber optic,31,No,Mailed check,No,52.38008653198108,2435.67402373712
3230,39.0,Male,Month-to-month,63.97336277193235,711.5620453056654,No,Fiber optic,10,No,Bank transfer (automatic),No,71.15620453056654,1067.343067958498
3231,34.0,Male,Month-to-month,99.53507459697856,1397.6651654042823,Yes,Fiber optic,15,Yes,Credit card (automatic),Yes,93.17767769361882,2096.4977481064234
3232,18.0,Female,Two year,,1286.9475286527547,No,No,64,Yes,Electronic check,No,20.108555135199293,1930.421292979132
3233,27.0,Male,Two year,71.33339510827571,4672.441384100123,No,Fiber optic,65,Yes,Credit card (automatic),No,71.88371360154036,7008.662076150185
3234,62.0,Male,Month-to-month,20.0,232.5981802064033,No,DSL,11,Yes,Credit card (automatic),Yes,21.145289109673026,348.89727030960495
3235,24.0,Female,Month-to-month,40.3630899783741,382.17560658571506,No,Fiber optic,9,Yes,Electronic check,Yes,42.46395628730167,573.2634098785726
3236,42.0,Female,Month-to-month,73.150349946656,1030.9160573720171,Yes,Fiber optic,14,Yes,Credit card (automatic),Yes,73.63686124085837,1546.3740860580256
3237,52.0,Male,Month-to-month,68.41981714378402,287.3866944008405,No,DSL,5,Yes,Electronic check,No,57.4773388801681,431.08004160126075
3238,24.0,Female,Two year,42.75940635997998,2256.372597606771,No,Fiber optic,50,Yes,Electronic check,No,45.12745195213542,3384.558896410156
3239,42.0,Male,Month-to-month,51.118460930907446,434.889255212377,No,DSL,9,Yes,Credit card (automatic),No,48.32102835693078,652.3338828185655
3240,51.0,Female,Two year,62.485641818925664,3458.418361979857,No,Fiber optic,55,Yes,Mailed check,No,62.88033385417921,5187.627542969785
3241,40.0,Female,Month-to-month,89.06176109984987,323.90506054512815,Yes,Fiber optic,4,Yes,Bank transfer (automatic),Yes,80.97626513628204,485.8575908176922
3242,74.0,Male,Month-to-month,45.643933893548294,0.0,No,Fiber optic,2,Yes,Bank transfer (automatic),No,0.0,0.0
3243,19.0,Female,Month-to-month,78.6015529673497,1447.203862692196,Yes,Fiber optic,19,No,Electronic check,No,76.16862435222085,2170.805794038294
3244,52.0,Male,One year,40.194639695056146,1696.1838119687134,No,DSL,44,Yes,Bank transfer (automatic),No,38.54963209019803,2544.27571795307
3245,37.0,Female,One year,22.23038024826475,765.9505449056965,No,No,32,No,Electronic check,No,23.935954528303014,1148.9258173585447
3246,49.0,Male,One year,51.03396578462709,582.0641886133023,No,DSL,12,Yes,Electronic check,No,48.50534905110853,873.0962829199535
3247,45.0,Female,Month-to-month,46.22331388786073,528.9751996953306,No,DSL,12,Yes,Credit card (automatic),Yes,44.08126664127755,793.462799542996
3248,31.0,Female,Month-to-month,24.778118462693843,219.3427674594455,No,No,11,Yes,Credit card (automatic),No,19.940251587222317,329.0141511891683
3249,42.0,Male,Month-to-month,70.87305468605922,75.57482462181434,No,Fiber optic,1,No,Mailed check,No,75.57482462181434,113.36223693272152
3250,18.0,Female,Month-to-month,48.00790546884958,636.2877507458301,No,DSL,14,Yes,Electronic check,No,45.449125053273576,954.431626118745
3251,47.0,Male,One year,20.0,489.6177365623394,No,No,22,No,Mailed check,No,22.255351661924518,734.4266048435092
3252,43.0,Female,One year,71.55196779490674,1303.0373864627795,Yes,Fiber optic,18,Yes,Credit card (automatic),No,72.39096591459887,1954.5560796941693
3253,47.0,Female,One year,22.22043548146072,260.27437197276697,No,No,13,Yes,Electronic check,No,20.02110553636669,390.41155795915046
3254,52.0,Male,Month-to-month,50.21715839838758,795.7690285676647,No,Fiber optic,15,Yes,Electronic check,Yes,53.051268571177644,1193.6535428514971
3255,44.0,Female,Month-to-month,63.01057524165247,504.48162808438167,No,Fiber optic,8,Yes,Credit card (automatic),No,63.06020351054771,756.7224421265726
3256,41.0,Female,Month-to-month,48.896281107376545,,No,Fiber optic,22,No,Mailed check,No,48.94513771121735,1615.1895444701725
3257,29.0,Male,Month-to-month,49.402318658288216,914.914627979168,Yes,DSL,20,Yes,Electronic check,No,45.7457313989584,1372.371941968752
3258,31.0,Female,Two year,58.153355902919444,4067.1806065650953,No,Fiber optic,70,No,Electronic check,No,58.102580093787076,6100.7709098476425
3259,54.0,Male,One year,85.41566295962511,3176.456761472029,No,Fiber optic,37,No,Credit card (automatic),Yes,85.85018274248728,4764.6851422080435
3260,57.0,Male,Month-to-month,60.09090466635035,547.4055784407201,Yes,DSL,8,Yes,Mailed check,No,68.42569730509001,821.1083676610801
3261,37.0,Male,Month-to-month,36.15877154653445,323.99303397017843,No,DSL,10,Yes,Electronic check,No,32.399303397017846,485.98955095526765
3262,40.0,Female,Two year,49.965389819022874,3011.8980406726023,No,DSL,58,Yes,Credit card (automatic),No,51.92927656332073,4517.847061008903
3263,29.0,Female,One year,26.38516579248364,872.1687212009258,No,No,32,No,Credit card (automatic),Yes,27.25527253752893,1308.2530818013888
3264,54.0,Male,One year,66.49383359671943,1187.4122445359785,Yes,Fiber optic,19,No,Electronic check,No,62.49538129136729,1781.1183668039678
3265,47.0,Female,Month-to-month,55.4356495038891,567.5322388385023,Yes,Fiber optic,11,Yes,Bank transfer (automatic),Yes,51.5938398944093,851.2983582577534
3266,63.0,Male,Month-to-month,20.0,231.04995821084094,No,No,8,No,Electronic check,No,28.881244776355118,346.5749373162614
3267,29.0,Female,Two year,87.08535123156724,5896.879989663125,No,Fiber optic,67,No,Mailed check,No,88.0131341740765,8845.319984494688
3268,35.0,Male,One year,29.027131482849697,610.4744352178687,No,No,21,No,Electronic check,No,29.070211200850892,915.7116528268032
3269,42.0,Male,Month-to-month,46.88078601688927,1085.753963541346,No,DSL,23,Yes,Electronic check,Yes,47.20669406701504,1628.6309453120189
3270,47.0,Female,Two year,61.49206376790016,1602.0552080470059,No,DSL,27,Yes,Bank transfer (automatic),Yes,59.33537807581503,2403.0828120705087
3271,37.0,Male,One year,20.0,886.0721370117672,No,Fiber optic,41,Yes,Mailed check,No,21.61151553687237,1329.1082055176507
3272,29.0,Male,Month-to-month,96.55109301418472,819.5714827889391,Yes,Fiber optic,9,No,Mailed check,No,91.0634980876599,1229.3572241834086
3273,50.0,Female,Month-to-month,20.0,502.23705555617084,No,No,23,Yes,Electronic check,No,21.836393719833517,753.3555833342563
3274,,Male,Month-to-month,72.83553121598979,431.7797745132059,Yes,Fiber optic,5,Yes,Credit card (automatic),Yes,86.35595490264117,647.6696617698088
3275,29.0,Male,Month-to-month,45.19223414501046,951.4446947561951,No,DSL,21,Yes,Electronic check,No,45.30689022648548,1427.1670421342926
3276,56.0,Female,One year,97.9141496373501,1712.921112141062,Yes,Fiber optic,17,Yes,Bank transfer (automatic),No,100.76006542006246,2569.381668211593
3277,54.0,Male,Month-to-month,48.785367520889324,921.7332332564032,No,Fiber optic,17,Yes,Electronic check,No,54.21960195625901,1382.5998498846047
3278,41.0,Male,Two year,,2898.0746359246386,No,DSL,40,Yes,Bank transfer (automatic),No,72.45186589811597,4347.111953886958
3279,40.0,Male,Two year,77.92541841890223,3731.6549932857097,No,Fiber optic,48,Yes,Electronic check,Yes,77.74281236011895,5597.482489928565
3280,46.0,Male,Month-to-month,26.22664215918158,573.643484624419,No,No,22,No,Electronic check,No,26.0747038465645,860.4652269366285
3281,29.0,Male,Month-to-month,63.415908733421674,787.2574184008773,Yes,Fiber optic,13,Yes,Bank transfer (automatic),Yes,60.55826295391364,1180.886127601316
3282,40.0,Male,Two year,43.83561604207259,1715.1454520460597,No,Fiber optic,40,No,Electronic check,Yes,42.878636301151495,2572.71817806909
3283,18.0,Male,One year,88.61021531072203,2237.375720959336,No,Fiber optic,25,No,Mailed check,No,89.49502883837344,3356.063581439004
3284,50.0,Male,One year,54.67112526783996,2452.003145945334,Yes,DSL,45,No,Electronic check,Yes,54.4889587987852,3678.004718918001
3285,21.0,Female,Month-to-month,97.23246916617634,1863.7953729999138,Yes,Fiber optic,19,No,Electronic check,No,98.09449331578493,2795.6930594998707
3286,58.0,Male,Month-to-month,66.12447359568604,123.87661329442957,No,Fiber optic,3,No,Bank transfer (automatic),No,41.29220443147653,185.81491994164435
3287,36.0,Male,One year,61.61537242202171,796.3689002269252,No,Fiber optic,13,Yes,Electronic check,No,61.25914617130194,1194.5533503403879
3288,37.0,Female,Two year,70.82132354960453,3663.3933935343543,No,DSL,51,No,Electronic check,No,71.83124301047754,5495.090090301532
3289,32.0,Male,Month-to-month,39.11894164497444,22.291669441147974,No,No,2,Yes,Electronic check,No,11.145834720573987,33.43750416172196
3290,36.0,Male,Two year,70.1869435273146,3159.238779435884,No,Fiber optic,45,Yes,Electronic check,No,70.20530620968631,4738.858169153827
3291,57.0,Male,Month-to-month,54.94485006285788,291.8834848950846,No,Fiber optic,7,Yes,Electronic check,No,41.6976406992978,437.82522734262693
3292,18.0,Male,Two year,62.157961441843234,1612.9918578161087,No,DSL,27,No,Electronic check,No,59.740439178374395,2419.487786724163
